Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 SLC","825430","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 SLC","828424","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 SLC","871319","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 US$","839628","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 US$","959746","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","904238","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","887378","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","1005651","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2016","2016","1000 US$","911375","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2017","2017","1000 US$","948449","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2018","2018","1000 US$","977689","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 US$","981235","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 US$","1032042","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115","Meat of sheep, fresh or chilled","2016","2016","1000 SLC","253587","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115","Meat of sheep, fresh or chilled","2017","2017","1000 SLC","278193","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115","Meat of sheep, fresh or chilled","2018","2018","1000 SLC","299021","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115","Meat of sheep, fresh or chilled","2019","2019","1000 SLC","310880","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115","Meat of sheep, fresh or chilled","2020","2020","1000 SLC","334056","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115","Meat of sheep, fresh or chilled","2016","2016","1000 SLC","252789","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115","Meat of sheep, fresh or chilled","2017","2017","1000 SLC","278068","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115","Meat of sheep, fresh or chilled","2018","2018","1000 SLC","283497","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115","Meat of sheep, fresh or chilled","2019","2019","1000 SLC","273675","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115","Meat of sheep, fresh or chilled","2020","2020","1000 SLC","274462","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2016","2016","1000 US$","280517","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2017","2017","1000 US$","314271","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2018","2018","1000 US$","353131","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2019","2019","1000 US$","348022","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2020","2020","1000 US$","381557","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115","Meat of sheep, fresh or chilled","2016","2016","1000 US$","298328","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115","Meat of sheep, fresh or chilled","2017","2017","1000 US$","328161","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115","Meat of sheep, fresh or chilled","2018","2018","1000 US$","334567","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115","Meat of sheep, fresh or chilled","2019","2019","1000 US$","322977","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115","Meat of sheep, fresh or chilled","2020","2020","1000 US$","323906","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2016","2016","1000 Int. $","284206","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2017","2017","1000 Int. $","313048","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2018","2018","1000 Int. $","318838","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2019","2019","1000 Int. $","306945","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2020","2020","1000 Int. $","274782","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2016","2016","1000 SLC","253246","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2017","2017","1000 SLC","278193","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2018","2018","1000 SLC","298720","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2019","2019","1000 SLC","309712","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2020","2020","1000 SLC","297074","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2016","2016","1000 SLC","252449","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2017","2017","1000 SLC","278068","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2018","2018","1000 SLC","283211","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2019","2019","1000 SLC","272647","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","21115i","Meat of sheep, fresh or chilled (indigenous)","2020","2020","1000 SLC","244078","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2016","2016","1000 US$","280140","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2017","2017","1000 US$","314271","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2018","2018","1000 US$","352775","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2019","2019","1000 US$","346715","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2020","2020","1000 US$","339317","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2016","2016","1000 US$","297927","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2017","2017","1000 US$","328161","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2018","2018","1000 US$","334230","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2019","2019","1000 US$","321764","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","21115i","Meat of sheep, fresh or chilled (indigenous)","2020","2020","1000 US$","288048","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2016","2016","1000 Int. $","57678","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2017","2017","1000 Int. $","5774","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2018","2018","1000 Int. $","19309","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2019","2019","1000 Int. $","16416","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21124i","Meat of turkeys, fresh or chilled (indigenous)","2020","2020","1000 Int. $","19897","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2016","2016","1000 Int. $","75745","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2017","2017","1000 Int. $","72001","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2018","2018","1000 Int. $","70670","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2019","2019","1000 Int. $","73894","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01270","Mushrooms and truffles","2020","2020","1000 Int. $","74944","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01270","Mushrooms and truffles","2016","2016","1000 SLC","130200","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01270","Mushrooms and truffles","2017","2017","1000 SLC","120437","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01270","Mushrooms and truffles","2018","2018","1000 SLC","118211","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01270","Mushrooms and truffles","2019","2019","1000 SLC","122239","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01270","Mushrooms and truffles","2020","2020","1000 SLC","121205","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01270","Mushrooms and truffles","2016","2016","1000 SLC","126933","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01270","Mushrooms and truffles","2017","2017","1000 SLC","120659","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01270","Mushrooms and truffles","2018","2018","1000 SLC","118429","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01270","Mushrooms and truffles","2019","2019","1000 SLC","123833","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01270","Mushrooms and truffles","2020","2020","1000 SLC","125591","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01270","Mushrooms and truffles","2016","2016","1000 US$","144027","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01270","Mushrooms and truffles","2017","2017","1000 US$","136057","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01270","Mushrooms and truffles","2018","2018","1000 US$","139602","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01270","Mushrooms and truffles","2019","2019","1000 US$","136844","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01270","Mushrooms and truffles","2020","2020","1000 US$","138440","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01270","Mushrooms and truffles","2016","2016","1000 US$","149744","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01270","Mushrooms and truffles","2017","2017","1000 US$","142343","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01270","Mushrooms and truffles","2018","2018","1000 US$","139711","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01270","Mushrooms and truffles","2019","2019","1000 US$","146086","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01270","Mushrooms and truffles","2020","2020","1000 US$","148161","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2016","2016","1000 Int. $","954","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","02910","Natural honey","2017","2017","1000 Int. $","965","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2016","2016","1000 Int. $","30720","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2017","2017","1000 Int. $","34365","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2018","2018","1000 Int. $","19753","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2019","2019","1000 Int. $","32351","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","0117","Oats","2020","2020","1000 Int. $","30211","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0117","Oats","2016","2016","1000 SLC","23508","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0117","Oats","2017","2017","1000 SLC","27497","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0117","Oats","2018","2018","1000 SLC","24096","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0117","Oats","2019","2019","1000 SLC","27459","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","0117","Oats","2020","2020","1000 SLC","26300","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0117","Oats","2016","2016","1000 SLC","26875","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0117","Oats","2017","2017","1000 SLC","30064","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0117","Oats","2018","2018","1000 SLC","17280","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0117","Oats","2019","2019","1000 SLC","28302","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","0117","Oats","2020","2020","1000 SLC","26429","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0117","Oats","2016","2016","1000 US$","26005","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0117","Oats","2017","2017","1000 US$","31063","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0117","Oats","2018","2018","1000 US$","28457","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0117","Oats","2019","2019","1000 US$","30739","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","0117","Oats","2020","2020","1000 US$","30040","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0117","Oats","2016","2016","1000 US$","31744","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0117","Oats","2017","2017","1000 US$","35510","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0117","Oats","2018","2018","1000 US$","20411","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0117","Oats","2019","2019","1000 US$","33429","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","0117","Oats","2020","2020","1000 US$","31217","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 Int. $","2499","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 Int. $","2432","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 Int. $","1745","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 Int. $","4285","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 Int. $","4893","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 SLC","5634","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 SLC","5484","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 SLC","1173","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 SLC","3859","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","56","Gross Production Value (current thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 SLC","3290","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 SLC","5567","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 SLC","5418","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 SLC","3887","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 SLC","9547","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","55","Gross Production Value (constant 2014-2016 thousand SLC)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 SLC","10901","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 US$","6232","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 US$","6195","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 US$","1385","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 US$","4320","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 US$","3758","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","1000 US$","6592","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","1000 US$","6416","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","1000 US$","4603","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","1000 US$","11305","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","58","Gross Production Value (constant 2014-2016 thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","1000 US$","12909","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01241.90","Other beans, green","2016","2016","1000 Int. $","540","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01241.90","Other beans, green","2017","2017","1000 Int. $","539","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","1000 Int. $","312","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","1000 Int. $","318","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01359.90","Other fruits, n.e.c.","2016","2016","1000 Int. $","3776","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01359.90","Other fruits, n.e.c.","2017","2017","1000 Int. $","3817","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2016","2016","1000 Int. $","4076","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2017","2017","1000 Int. $","4098","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01290.90","Other vegetables, fresh n.e.c.","2016","2016","1000 Int. $","8478","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01290.90","Other vegetables, fresh n.e.c.","2017","2017","1000 Int. $","7877","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01705","Peas, dry","2016","2016","1000 Int. $","1154","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01705","Peas, dry","2017","2017","1000 Int. $","855","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01705","Peas, dry","2018","2018","1000 Int. $","550","E","Estimated value"
"QV","Value of Agricultural Production","372","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","01705","Peas, dry","2019","2019","1000 Int. $","967","E","Estimated value"
